Ferak orthoferavirus;Orthoferavirus;Unassigned;Feraviridae;Bunyavirales;ssRNA(-)
Melandrium yellow fleck virus;Bromovirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Spring beauty latent virus;Bromovirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Cucumber mosaic virus;Cucumovirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Gayfeather mild mottle virus;Cucumovirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Peanut stunt virus;Cucumovirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Tomato aspermy virus;Cucumovirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
American plum line pattern virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Apple mosaic virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Asparagus virus 2;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Blackberry chlorotic ringspot virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Blueberry shock virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Citrus leaf rugose virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Citrus variegation virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Elm mottle virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Fragaria chiloensis latent virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Humulus japonicus latent virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Lilac leaf chlorosis virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Lilac ring mottle virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Parietaria mottle virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Prune dwarf virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Prunus necrotic ringspot virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Spinach latent virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Strawberry necrotic shock virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Tobacco streak virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Tulare apple mosaic virus;Ilarvirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
Olive latent virus 2;Oleavirus;Unassigned;Bromoviridae;Unassigned;ssRNA(+)
European brown hare syndrome virus;Lagovirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Rabbit hemorrhagic disease virus;Lagovirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Newbury-1 virus;Nebovirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Norwalk virus;Norovirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Sapporo virus;Sapovirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Feline calicivirus;Vesivirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Vesicular exanthema of swine virus;Vesivirus;Unassigned;Caliciviridae;Unassigned;ssRNA(+)
Providence virus;Alphacarmotetravirus;Unassigned;Carmotetraviridae;Unassigned;ssRNA(+)
Aglaonema bacilliform virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak GF virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak IM virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak MY virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak OL virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak UA virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak UI virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak UL virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak UM virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Banana streak VN virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Bougainvillea chlorotic vein banding virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Cacao swollen shoot CD virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Cacao swollen shoot Togo A virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Cacao swollen shoot virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Canna yellow mottle virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Citrus yellow mosaic virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Commelina yellow mottle virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Dioscorea bacilliform AL virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Dioscorea bacilliform SN virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Fig badnavirus 1;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Gooseberry vein banding associated virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Grapevine Roditis leaf discoloration-associated virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Grapevine vein clearing virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Kalancho\xeb top-spotting virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Mulberry badnavirus 1;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Pagoda yellow mosaic associated virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Pineapple bacilliform CO virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Pineapple bacilliform ER virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Piper yellow mottle virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Rubus yellow net virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Schefflera ringspot virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Spiraea yellow leafspot virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sugarcane bacilliform Guadeloupe A virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sugarcane bacilliform Guadeloupe D virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sugarcane bacilliform IM virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sugarcane bacilliform MO virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sweet potato pakakuy virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Taro bacilliform CH virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Taro bacilliform virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Yacon necrotic mottle virus;Badnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Atractylodes mild mottle virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Carnation etched ring virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Cauliflower mosaic virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Dahlia mosaic virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Figwort mosaic virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Horseradish latent virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Lamium leaf distortion virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Mirabilis mosaic virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Soybean Putnam virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Strawberry vein banding virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Thistle mottle virus;Caulimovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Cassava vein mosaic virus;Cavemovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sweet potato collusive virus;Cavemovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Petunia vein clearing virus;Petuvirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Rose yellow vein virus;Rosadnavirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Sweet potato vein clearing virus;Solendovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Tobacco vein clearing virus;Solendovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Blueberry red ringspot virus;Soymovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Cestrum yellow leaf curling virus;Soymovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Peanut chlorotic streak virus;Soymovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Soybean chlorotic mottle virus;Soymovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Rice tungro bacilliform virus;Tungrovirus;Unassigned;Caulimoviridae;Unassigned;dsDNA-RT
Amasya cherry disease associated chrysovirus;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Aspergillus fumigatus chrysovirus;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Cryphonectria nitschkei chrysovirus 1;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Fusarium oxysporum chrysovirus 1;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Helminthosporium victoriae 145S virus;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Penicillium brevicompactum virus;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Penicillium chrysogenum virus;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Penicillium cyaneo-fulvum virus;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Verticillium dahliae chrysovirus 1;Chrysovirus;Unassigned;Chrysoviridae;Unassigned;dsRNA
Barbel circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 1;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 2;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 3;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 4;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 5;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 6;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 7;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated circovirus 8;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Beak and feather disease virus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Canary circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Canine circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Chimpanzee associated circovirus 1;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Duck circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
European catfish circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Finch circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Goose circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Gull circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated circovirus 1;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Mink circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Pigeon circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Porcine circovirus 1;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Porcine circovirus 2;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Raven circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Starling circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Swan circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Zebra finch circovirus;Circovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 2;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 3;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 4;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 5;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 6;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 7;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 8;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 9;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 10;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 11;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 12;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 13;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 14;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 15;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bat associated cyclovirus 16;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Bovine associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Chicken associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Chimpanzee associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Cockroach associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 2;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 3;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 4;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 5;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 6;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 7;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Dragonfly associated cyclovirus 8;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Feline associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Goat associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Horse associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 2;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 3;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 4;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 5;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 6;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 7;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 8;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 9;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 10;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Human associated cyclovirus 11;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Squirrel associated cyclovirus 1;Cyclovirus;Unassigned;Circoviridae;Unassigned;ssDNA(+/-)
Aeropyrum pernix bacilliform virus 1;Clavavirus;Unassigned;Clavaviridae;Unassigned;dsDNA
Blackberry vein banding-associated virus;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Grapevine leafroll-associated virus 1;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Grapevine leafroll-associated virus 3;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Grapevine leafroll-associated virus 4;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Little cherry virus 2;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Pineapple mealybug wilt-associated virus 1;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Pineapple mealybug wilt-associated virus 2;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Pineapple mealybug wilt-associated virus 3;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Plum bark necrosis stem pitting-associated virus;Ampelovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Beet yellow stunt virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Beet yellows virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Burdock yellows virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Carnation necrotic fleck virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Carrot yellow leaf virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Citrus tristeza virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Grapevine leafroll-associated virus 2;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Mint virus 1;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Raspberry leaf mottle virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Rose leaf rosette-associated virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Strawberry chlorotic fleck-associated virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Tobacco virus 1;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Wheat yellow leaf virus;Closterovirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Abutilon yellows virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Bean yellow disorder virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Beet pseudoyellows virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Blackberry yellow vein-associated virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Cucurbit yellow stunting disorder virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Diodia vein chlorosis virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Lettuce chlorosis virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Lettuce infectious yellows virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Potato yellow vein virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Strawberry pallidosis-associated virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Sweet potato chlorotic stunt virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Tetterwort vein chlorosis virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Tomato chlorosis virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Tomato infectious chlorosis virus;Crinivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Alligatorweed stunting virus;Unassigned;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Blueberry virus A;Unassigned;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Megakepasma mosaic virus;Unassigned;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Mint vein banding-associated virus;Unassigned;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Olive leaf yellowing-associated virus;Unassigned;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Persimmon virus B;Unassigned;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Areca palm velarivirus 1;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Cordyline virus 1;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Cordyline virus 2;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Cordyline virus 3;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Cordyline virus 4;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Grapevine leafroll-associated virus 7;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Little cherry virus 1;Velarivirus;Unassigned;Closteroviridae;Unassigned;ssRNA(+)
Pseudoalteromonas virus PM2;Corticovirus;Unassigned;Corticoviridae;Unassigned;dsDNA
Pseudomonas virus phi6;Cystovirus;Unassigned;Cystoviridae;Unassigned;dsRNA
Basella alba alphaendornavirus 1;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Bell pepper alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Cucumis melo alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Erysiphe cichoracearum alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Grapevine endophyte alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Helicobasidium mompa alphaendornavirus 1;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Hordeum vulgare alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Hot pepper alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Lagenaria siceraria alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Oryza rufipogon alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Oryza sativa alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Persea americana alphaendornavirus 1;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Phaseolus vulgaris alphaendornavirus 1;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Phaseolus vulgaris alphaendornavirus 2;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Phytophthora alphaendornavirus 1;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Rhizoctonia cerealis alphaendornavirus 1;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Vicia faba alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Yerba mate alphaendornavirus;Alphaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Alternaria brassicicola betaendornavirus 1;Betaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Gremmeniella abietina betaendornavirus 1;Betaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Sclerotinia sclerotiorum betaendornavirus 1;Betaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Tuber aestivum betaendornavirus;Betaendornavirus;Unassigned;Endornaviridae;Unassigned;dsRNA
Apoi virus;Flavivirus;Unassigned;Flaviviridae;Unassigned;ssRNA(+)
Aroa virus;Flavivirus;Unassigned;Flaviviridae;Unassigned;ssRNA(+)
